match_no,date,stage,venue,city,innings,batting_team,bowling_team,batting_team_full,bowling_team_full,over,legal_ball_number,is_legal_delivery,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,runs_this_ball,is_wicket,wicket_type,player_dismissed,fielder,total_runs,total_wickets,wickets_remaining,balls_bowled,balls_remaining,crr,is_boundary,is_dot,phase,target,runs_to_win,rrr
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,15.1,91,1,Rinku Singh,Trent Boult,4,0,0,0,0,0,4,0,,,,171,3,7,91,29,11.27,1,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,15.2,92,1,Rinku Singh,Trent Boult,0,0,0,0,0,0,0,0,,,,171,3,7,92,28,11.15,0,1,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,15.3,93,1,Rinku Singh,Trent Boult,1,0,0,0,0,0,1,0,,,,172,3,7,93,27,11.1,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,15.4,94,1,Angkrish Raghuvanshi,Trent Boult,1,0,0,0,0,0,1,0,,,,173,3,7,94,26,11.04,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,15.5,94,0,Rinku Singh,Trent Boult,0,1,1,0,0,0,1,0,,,,174,3,7,94,26,11.11,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,15.5,95,1,Rinku Singh,Trent Boult,2,0,0,0,0,0,2,0,,,,176,3,7,95,25,11.12,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,15.6,96,1,Rinku Singh,Trent Boult,1,0,0,0,0,0,1,0,,,,177,3,7,96,24,11.06,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,16.1,97,1,Rinku Singh,Shardul Thakur,1,0,0,0,0,0,1,0,,,,178,3,7,97,23,11.01,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,16.2,98,1,Angkrish Raghuvanshi,Shardul Thakur,2,0,0,0,0,0,2,0,,,,180,3,7,98,22,11.02,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,16.3,99,1,Angkrish Raghuvanshi,Shardul Thakur,6,0,0,0,0,0,6,0,,,,186,3,7,99,21,11.27,1,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,16.4,100,1,Angkrish Raghuvanshi,Shardul Thakur,1,0,0,0,0,0,1,0,,,,187,3,7,100,20,11.22,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,16.5,101,1,Rinku Singh,Shardul Thakur,0,0,0,0,0,0,0,0,,,,187,3,7,101,19,11.11,0,1,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,16.6,102,1,Rinku Singh,Shardul Thakur,4,0,0,0,0,0,4,0,,,,191,3,7,102,18,11.24,1,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,17.1,103,1,Angkrish Raghuvanshi,Jasprit Bumrah,4,0,0,0,0,0,4,0,,,,195,3,7,103,17,11.36,1,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,17.2,104,1,Angkrish Raghuvanshi,Jasprit Bumrah,0,0,0,0,0,0,0,0,,,,195,3,7,104,16,11.25,0,1,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,17.3,105,1,Angkrish Raghuvanshi,Jasprit Bumrah,1,0,0,0,0,0,1,0,,,,196,3,7,105,15,11.2,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,17.4,106,1,Rinku Singh,Jasprit Bumrah,1,0,0,0,0,0,1,0,,,,197,3,7,106,14,11.15,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,17.5,107,1,Angkrish Raghuvanshi,Jasprit Bumrah,1,0,0,0,0,0,1,0,,,,198,3,7,107,13,11.1,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,17.6,108,1,Rinku Singh,Jasprit Bumrah,1,0,0,0,0,0,1,0,,,,199,3,7,108,12,11.06,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,18.1,109,1,Rinku Singh,Hardik Pandya,1,0,0,0,0,0,1,0,,,,200,3,7,109,11,11.01,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,18.2,109,0,Angkrish Raghuvanshi,Hardik Pandya,0,1,1,0,0,0,1,0,,,,201,3,7,109,11,11.06,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,18.2,110,1,Angkrish Raghuvanshi,Hardik Pandya,4,0,0,0,0,0,4,0,,,,205,3,7,110,10,11.18,1,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,18.3,111,1,Angkrish Raghuvanshi,Hardik Pandya,0,0,0,0,0,0,0,1,caught,Angkrish Raghuvanshi,Tilak Varma,205,4,6,111,9,11.08,0,1,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,18.4,112,1,Ramandeep Singh,Hardik Pandya,1,0,0,0,0,0,1,0,,,,206,4,6,112,8,11.04,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,18.5,113,1,Rinku Singh,Hardik Pandya,1,0,0,0,0,0,1,0,,,,207,4,6,113,7,10.99,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,18.6,114,1,Ramandeep Singh,Hardik Pandya,2,0,0,0,0,0,2,0,,,,209,4,6,114,6,11,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,19.1,114,0,Rinku Singh,Jasprit Bumrah,0,1,1,0,0,0,1,0,,,,210,4,6,114,6,11.05,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,19.1,114,0,Rinku Singh,Jasprit Bumrah,0,1,0,0,0,1,1,0,,,,211,4,6,114,6,11.11,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,19.1,115,1,Rinku Singh,Jasprit Bumrah,1,0,0,0,0,0,1,0,,,,212,4,6,115,5,11.06,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,19.2,116,1,Ramandeep Singh,Jasprit Bumrah,1,0,0,0,0,0,1,0,,,,213,4,6,116,4,11.02,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,19.3,117,1,Rinku Singh,Jasprit Bumrah,4,0,0,0,0,0,4,0,,,,217,4,6,117,3,11.13,1,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,19.4,118,1,Rinku Singh,Jasprit Bumrah,2,0,0,0,0,0,2,0,,,,219,4,6,118,2,11.14,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,19.5,119,1,Rinku Singh,Jasprit Bumrah,1,0,0,0,0,0,1,0,,,,220,4,6,119,1,11.09,0,0,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,1,KKR,MI,Kolkata Knight Riders,Mumbai Indians,19.6,120,1,Ramandeep Singh,Jasprit Bumrah,0,0,0,0,0,0,0,0,,,,220,4,6,120,0,11,0,1,Death,,,
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,0.1,1,1,Ryan Rickelton,Vaibhav Arora,1,0,0,0,0,0,1,0,,,,1,0,10,1,119,6,0,0,Powerplay,221,220,11.09
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,0.2,2,1,Rohit Sharma,Vaibhav Arora,0,1,0,1,0,0,1,0,,,,2,0,10,2,118,6,0,0,Powerplay,221,219,11.14
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,0.3,3,1,Ryan Rickelton,Vaibhav Arora,4,0,0,0,0,0,4,0,,,,6,0,10,3,117,12,1,0,Powerplay,221,215,11.03
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,0.4,4,1,Ryan Rickelton,Vaibhav Arora,0,0,0,0,0,0,0,0,,,,6,0,10,4,116,9,0,1,Powerplay,221,215,11.12
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,0.5,5,1,Ryan Rickelton,Vaibhav Arora,0,0,0,0,0,0,0,0,,,,6,0,10,5,115,7.2,0,1,Powerplay,221,215,11.22
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,0.6,6,1,Ryan Rickelton,Vaibhav Arora,0,0,0,0,0,0,0,0,,,,6,0,10,6,114,6,0,1,Powerplay,221,215,11.32
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,1.1,7,1,Rohit Sharma,Blessing Muzarabani,0,0,0,0,0,0,0,0,,,,6,0,10,7,113,5.14,0,1,Powerplay,221,215,11.42
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,1.2,8,1,Rohit Sharma,Blessing Muzarabani,0,0,0,0,0,0,0,0,,,,6,0,10,8,112,4.5,0,1,Powerplay,221,215,11.52
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,1.3,9,1,Rohit Sharma,Blessing Muzarabani,4,0,0,0,0,0,4,0,,,,10,0,10,9,111,6.67,1,0,Powerplay,221,211,11.41
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,1.4,10,1,Rohit Sharma,Blessing Muzarabani,1,0,0,0,0,0,1,0,,,,11,0,10,10,110,6.6,0,0,Powerplay,221,210,11.45
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,1.5,11,1,Ryan Rickelton,Blessing Muzarabani,4,0,0,0,0,0,4,0,,,,15,0,10,11,109,8.18,1,0,Powerplay,221,206,11.34
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,1.6,12,1,Ryan Rickelton,Blessing Muzarabani,0,0,0,0,0,0,0,0,,,,15,0,10,12,108,7.5,0,1,Powerplay,221,206,11.44
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,2.1,13,1,Rohit Sharma,Vaibhav Arora,0,0,0,0,0,0,0,0,,,,15,0,10,13,107,6.92,0,1,Powerplay,221,206,11.55
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,2.2,14,1,Rohit Sharma,Vaibhav Arora,6,0,0,0,0,0,6,0,,,,21,0,10,14,106,9,1,0,Powerplay,221,200,11.32
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,2.3,15,1,Rohit Sharma,Vaibhav Arora,1,0,0,0,0,0,1,0,,,,22,0,10,15,105,8.8,0,0,Powerplay,221,199,11.37
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,2.4,16,1,Ryan Rickelton,Vaibhav Arora,0,0,0,0,0,0,0,0,,,,22,0,10,16,104,8.25,0,1,Powerplay,221,199,11.48
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,2.5,17,1,Ryan Rickelton,Vaibhav Arora,6,0,0,0,0,0,6,0,,,,28,0,10,17,103,9.88,1,0,Powerplay,221,193,11.24
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,2.6,18,1,Ryan Rickelton,Vaibhav Arora,6,0,0,0,0,0,6,0,,,,34,0,10,18,102,11.33,1,0,Powerplay,221,187,11
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,3.1,19,1,Rohit Sharma,Blessing Muzarabani,6,0,0,0,0,0,6,0,,,,40,0,10,19,101,12.63,1,0,Powerplay,221,181,10.75
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,3.2,20,1,Rohit Sharma,Blessing Muzarabani,1,0,0,0,0,0,1,0,,,,41,0,10,20,100,12.3,0,0,Powerplay,221,180,10.8
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,3.3,21,1,Ryan Rickelton,Blessing Muzarabani,1,0,0,0,0,0,1,0,,,,42,0,10,21,99,12,0,0,Powerplay,221,179,10.85
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,3.4,22,1,Rohit Sharma,Blessing Muzarabani,1,0,0,0,0,0,1,0,,,,43,0,10,22,98,11.73,0,0,Powerplay,221,178,10.9
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,3.5,23,1,Ryan Rickelton,Blessing Muzarabani,6,0,0,0,0,0,6,0,,,,49,0,10,23,97,12.78,1,0,Powerplay,221,172,10.64
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,3.6,24,1,Ryan Rickelton,Blessing Muzarabani,0,0,0,0,0,0,0,0,,,,49,0,10,24,96,12.25,0,1,Powerplay,221,172,10.75
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,4.1,25,1,Rohit Sharma,Varun Chakaravarthy,4,0,0,0,0,0,4,0,,,,53,0,10,25,95,12.72,1,0,Powerplay,221,168,10.61
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,4.2,26,1,Rohit Sharma,Varun Chakaravarthy,6,0,0,0,0,0,6,0,,,,59,0,10,26,94,13.62,1,0,Powerplay,221,162,10.34
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,4.3,27,1,Rohit Sharma,Varun Chakaravarthy,0,0,0,0,0,0,0,0,,,,59,0,10,27,93,13.11,0,1,Powerplay,221,162,10.45
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,4.4,28,1,Rohit Sharma,Varun Chakaravarthy,4,0,0,0,0,0,4,0,,,,63,0,10,28,92,13.5,1,0,Powerplay,221,158,10.3
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,4.5,29,1,Rohit Sharma,Varun Chakaravarthy,0,0,0,0,0,0,0,0,,,,63,0,10,29,91,13.03,0,1,Powerplay,221,158,10.42
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,4.6,30,1,Rohit Sharma,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,64,0,10,30,90,12.8,0,0,Powerplay,221,157,10.47
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,5.1,31,1,Rohit Sharma,Kartik Tyagi,6,0,0,0,0,0,6,0,,,,70,0,10,31,89,13.55,1,0,Powerplay,221,151,10.18
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,5.2,32,1,Rohit Sharma,Kartik Tyagi,2,0,0,0,0,0,2,0,,,,72,0,10,32,88,13.5,0,0,Powerplay,221,149,10.16
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,5.3,33,1,Rohit Sharma,Kartik Tyagi,0,0,0,0,0,0,0,0,,,,72,0,10,33,87,13.09,0,1,Powerplay,221,149,10.28
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,5.4,34,1,Rohit Sharma,Kartik Tyagi,6,0,0,0,0,0,6,0,,,,78,0,10,34,86,13.76,1,0,Powerplay,221,143,9.98
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,5.5,35,1,Rohit Sharma,Kartik Tyagi,0,0,0,0,0,0,0,0,,,,78,0,10,35,85,13.37,0,1,Powerplay,221,143,10.09
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,5.6,36,1,Rohit Sharma,Kartik Tyagi,2,0,0,0,0,0,2,0,,,,80,0,10,36,84,13.33,0,0,Powerplay,221,141,10.07
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,6.1,37,1,Ryan Rickelton,Sunil Narine,1,0,0,0,0,0,1,0,,,,81,0,10,37,83,13.14,0,0,Middle,221,140,10.12
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,6.2,38,1,Rohit Sharma,Sunil Narine,0,0,0,0,0,0,0,0,,,,81,0,10,38,82,12.79,0,1,Middle,221,140,10.24
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,6.3,39,1,Rohit Sharma,Sunil Narine,1,0,0,0,0,0,1,0,,,,82,0,10,39,81,12.62,0,0,Middle,221,139,10.3
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,6.4,40,1,Ryan Rickelton,Sunil Narine,6,0,0,0,0,0,6,0,,,,88,0,10,40,80,13.2,1,0,Middle,221,133,9.97
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,6.5,41,1,Ryan Rickelton,Sunil Narine,0,0,0,0,0,0,0,0,,,,88,0,10,41,79,12.88,0,1,Middle,221,133,10.1
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,6.6,42,1,Ryan Rickelton,Sunil Narine,0,0,0,0,0,0,0,0,,,,88,0,10,42,78,12.57,0,1,Middle,221,133,10.23
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,7.1,43,1,Rohit Sharma,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,89,0,10,43,77,12.42,0,0,Middle,221,132,10.29
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,7.2,44,1,Ryan Rickelton,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,90,0,10,44,76,12.27,0,0,Middle,221,131,10.34
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,7.3,45,1,Rohit Sharma,Varun Chakaravarthy,4,0,0,0,0,0,4,0,,,,94,0,10,45,75,12.53,1,0,Middle,221,127,10.16
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,7.4,46,1,Rohit Sharma,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,95,0,10,46,74,12.39,0,0,Middle,221,126,10.22
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,7.5,47,1,Ryan Rickelton,Varun Chakaravarthy,0,0,0,0,0,0,0,0,,,,95,0,10,47,73,12.13,0,1,Middle,221,126,10.36
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,7.6,48,1,Ryan Rickelton,Varun Chakaravarthy,1,0,0,0,0,0,1,0,,,,96,0,10,48,72,12,0,0,Middle,221,125,10.42
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,8.1,49,1,Ryan Rickelton,Sunil Narine,6,0,0,0,0,0,6,0,,,,102,0,10,49,71,12.49,1,0,Middle,221,119,10.06
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,8.2,50,1,Ryan Rickelton,Sunil Narine,0,0,0,0,0,0,0,0,,,,102,0,10,50,70,12.24,0,1,Middle,221,119,10.2
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,8.3,51,1,Ryan Rickelton,Sunil Narine,6,0,0,0,0,0,6,0,,,,108,0,10,51,69,12.71,1,0,Middle,221,113,9.83
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,8.4,52,1,Ryan Rickelton,Sunil Narine,1,0,0,0,0,0,1,0,,,,109,0,10,52,68,12.58,0,0,Middle,221,112,9.88
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,8.5,53,1,Rohit Sharma,Sunil Narine,1,0,0,0,0,0,1,0,,,,110,0,10,53,67,12.45,0,0,Middle,221,111,9.94
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,8.6,54,1,Ryan Rickelton,Sunil Narine,0,0,0,0,0,0,0,0,,,,110,0,10,54,66,12.22,0,1,Middle,221,111,10.09
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,9.1,55,1,Ryan Rickelton,Kartik Tyagi,0,0,0,0,0,0,0,0,,,,110,0,10,55,65,12,0,1,Middle,221,111,10.25
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,9.1,55,0,Rohit Sharma,Kartik Tyagi,1,1,0,0,0,1,2,0,,,,112,0,10,55,65,12.22,0,0,Middle,221,109,10.06
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,9.2,56,1,Ryan Rickelton,Kartik Tyagi,2,0,0,0,0,0,2,0,,,,114,0,10,56,64,12.21,0,0,Middle,221,107,10.03
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,9.3,57,1,Ryan Rickelton,Kartik Tyagi,1,0,0,0,0,0,1,0,,,,115,0,10,57,63,12.11,0,0,Middle,221,106,10.1
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,9.4,58,1,Rohit Sharma,Kartik Tyagi,4,0,0,0,0,0,4,0,,,,119,0,10,58,62,12.31,1,0,Middle,221,102,9.87
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,9.5,59,1,Rohit Sharma,Kartik Tyagi,1,0,0,0,0,0,1,0,,,,120,0,10,59,61,12.2,0,0,Middle,221,101,9.93
2,"Mar 29, 2026",League stage,"Wankhede Stadium, Mumbai",Mumbai,2,MI,KKR,Mumbai Indians,Kolkata Knight Riders,9.6,60,1,Ryan Rickelton,Kartik Tyagi,2,0,0,0,0,0,2,0,,,,122,0,10,60,60,12.2,0,0,Middle,221,99,9.9
